j	A	B	C	product
2364	-8095	11585.041319653401	-2895.5748900365625	271549646662.59177
2365	-3063	-5357.2081300470936	-2742.0761656341556	-44995080165.078827
2366	18673	-12484.308483781917	-1749.6590070601058	407879619454.8725
2367	-185	-2995.184186471246	1488.800227711097	824957716.28818762
2368	3641	-1394.1585537353847	-5954.2531856410087	30224570928.927845
2369	-4019	-890.08142430078124	353.62447429671232	1264998639.9377737
2370	8707	12422.272798629316	2920.4101224099668	315873688571.33008
2371	-9949	-3332.2117785168057	1666.5004973246807	55248116099.003593
2372	2843	4634.2628379375919	1237.7455725585694	16307556914.56229
2373	979	-1606.0773772370574	-3719.8339099440764	5848879926.9538012
2374	2757	461.23536624556067	4532.4904530261583	5763632273.0503178
2375	-1361	-5187.4460146460542	-1559.2710792472369	-11008631616.825541
2376	-8495	-1985.7233162379919	-1823.7030203008028	-30763534831.045563
2377	1765	-2259.797389412347	334.43685630604335	-1333915578.9284759
2378	5411	-2456.1401688613741	7299.0048823810675	-97005048225.317368
2379	-49	-7489.5803353619858	4247.628323648828	1558834724.6716161
2380	-2127	-4459.2627767214226	5271.7761690206307	50002016350.632065
2381	-5173	6038.1527796848795	-7440.7219435135985	232413660778.73795
2382	-12419	-2518.0049336064903	209.86798206179301	6562803340.2171669
2383	2793	-173.11022457471427	-2661.5712216667162	1286861320.988771
2384	-195	1811.1844514078828	-5840.4353082286152	2062730595.8448682
2385	-4703	-3906.9924457184197	3669.177505083856	67419615679.88723
2386	4021	549.82290904329193	-887.56658124347109	-1962265851.9086249
2387	6647	4827.2883714885238	1182.6134077320664	37946499627.037613
2388	-1861	8900.4216742386834	-755.7759450205715	12518434484.19046
2389	6143	-5464.4194136716405	-16845.375561590041	565464361702.71057
2390	3573	6231.8027624019478	-3445.9537121972016	-76728402301.712112
2391	97	-4858.039061690718	-2980.1709172642077	1404345312.4786651
2392	3741	1362.6013447841294	4883.8499157943506	24895384072.027782
2393	7757	341.22593296471842	-5367.2818042580939	-14206602184.04257
2394	-4001	-3521.7852476965218	-4458.471547815755	-62822819076.813187
2395	-4279	7848.225954931354	2811.3851108248937	-94413505965.641266
2396	-5475	1873.1258188037179	1550.523092555067	-15901178484.306648
2397	6069	1174.9197266726212	-246.92237520248747	-1760701681.394742
2398	4777	5971.3611956392388	4646.5673144140919	132544226789.89909
2399	8023	7171.5164023261323	-3211.6477485061932	-184788820898.90649
2400	639	-8371.1208186345721	-11802.818240179075	63135000375.421738
2401	-6257	3158.1624913742835	1610.2353874135304	-31819253962.600624
2402	2369	1831.6495418359202	-7112.0614454061806	-30860498884.441544
2403	-7517	8550.6777016099022	-4382.5727636643724	281691811487.10986
2404	2589	-1389.1834265748787	3138.9993334188148	-11289712105.68886
2405	1149	-8349.2541751285935	-2900.0445240630552	27820976969.330528
2406	-2211	81.981042971275329	1507.9651823810329	-273333898.65770191
2407	-1943	1271.8705265866081	2653.5779206390498	-6557639664.329648
2408	-3141	-3751.0759779087748	-4565.952054231856	-53796639063.171654
2409	12835	3339.3024131007305	1295.2406384096719	55513944430.789177
2410	-3477	10682.811669681114	-9406.0021224122574	349377823701.74634
2411	1949	-3285.9206989875265	215.47600333017175	-1379964228.9220695
2412	-257	10518.086275378877	-7106.9574974894722	19211159173.30957
2413	4391	5849.6459074533732	-5025.1762561999158	-129075648058.27968
2414	-3551	-4943.0183354460705	-7666.3580982100602	-134564962640.34021
2415	129	-2252.9511695075644	-2786.4039603233723	809814535.88590562
2416	-1701	-5133.8326123211	6382.3976201336563	55735239941.019707
2417	537	5962.9236026475164	558.21822679812306	1787464987.6813815
2418	6275	-6540.9870168532898	-1448.1923127204398	59440609649.20488
2419	-10013	4079.3319487306226	-2379.3931934389957	97189529076.622421
2420	-1169	-1427.4430105694266	-6345.9711710844576	-10589400754.130878
2421	-4547	6164.7154211376665	1017.8878805900499	-28532375503.461517
2422	1923	867.91830283413765	2206.9318747381667	3683384518.7127376
2423	-4441	-6560.4953819480916	-3090.7113946585678	-90048370970.099533
2424	-3981	-9806.1618853519558	-5263.8680907417902	-205492622053.63193
2425	-1141	9005.0433787384864	6185.5985013185536	-63555506006.557846
2426	2563	4288.5829327455003	-9.8111112154434394	-107840183.41346531
2427	8459	-1619.5558466412119	-3585.2994352619289	49117967330.716232
2428	1043	-551.08731307161941	1144.1964319819601	-657665879.23213649
2429	-403	-3965.913406554233	-2578.9692900381524	-4121871459.6289458
2430	5483	5301.6875011974053	-2254.2779406973268	-65529949391.209099
2431	-10585	-4314.7462497889201	-489.36697344409293	-22350167307.746037
2432	14455	-6180.8677988197351	5644.0171711366775	-504261576261.92505
2433	5915	-5453.5887880759356	4068.1126789666064	-131229088003.80649
2434	9181	-5353.3653921949053	5777.9870218883416	-283983715148.22986
2435	5849	-11014.286895016727	3809.2681061623316	-245402818548.87607
2436	-2511	11281.750871043367	2180.8444546846358	-61780000747.709953
2437	185	-2069.0169880380558	-932.97240906708407	357112116.29015863
2438	1171	2018.0479914689165	139.84133410681005	330463838.92315924
2439	-6161	3312.8993754312351	90.326030972833294	-1843624118.8772988
2440	3931	-9392.8049037347882	2398.315382312363	-88553277249.370209
2441	-1239	5236.4061502606864	4085.0761019564288	-26503594736.839249
2442	-5465	9219.7061396952831	-2589.7688024411236	130487298548.92848
2443	2831	1744.5760449176034	5659.8389931791071	27953349276.947659
2444	-10879	27.721195801225669	-321.71920961933728	97023721.846057698
2445	3871	-3442.9430408772578	-331.41844700482	4417023269.1247396
2446	-10289	-8818.1537033820023	14479.822228409945	1313754031201.9062
2447	-4481	-5607.0564392690094	3400.0981416637014	85428213505.721344
2448	369	-10151.36871584947	-2889.7369747016137	10824535857.625177
2449	193	-9970.5714434007423	4442.8495132393209	-8549465457.4179564
2450	5339	-4172.5436190226274	786.67890145879073	-17525011390.848083
2451	4133	-3261.8793328487027	-4914.3340945488862	66251844591.64814
2452	-205	4019.3248596627809	-181.73327877954523	149741242.4714638
2453	-881	2908.1958622346501	5956.1585083517812	-15260396140.874874
2454	2021	-2027.7124984140657	6189.0497719750265	-25362769036.975719
2455	5495	-64.503549432304268	606.25914507699258	-214886737.69926542
2456	-199	-1549.6124225993124	-4618.7474251503163	-1424296408.9854422
2457	4221	-4500.1426919337437	1530.9974182565445	-29081452584.879665
2458	-4425	-2360.213553348307	2892.4109962113234	30208181285.369026
2459	1851	7527.107172904477	-2717.1783093679387	-37857563325.974663
2460	2197	3669.6060668397249	2610.0228232871359	21042329024.473392
2461	15989	-3736.1626271153982	-8030.5320801290118	479723944225.89874
2462	6819	-10356.290847839547	-2570.2682174036045	181511177930.56213
2463	-14719	-2219.4147643258639	6485.2650504680378	211857823519.62457
2464	723	12714.450425083976	732.65506343688503	6734966587.0318871
2465	-3089	-5807.0309601939543	369.97617863689385	6636602589.6612787
2466	-5473	-2030.9375661990364	2068.5683971385542	22992802364.822472
2467	-8051	-6048.4296854491922	-13744.607543744305	-669306136165.85974
2468	2607	755.40399249852885	-6747.8781177050541	-13288854203.117479
2469	2303	3016.5227340645233	-965.91391735373611	-6710254072.8203325
2470	12343	3608.4584041318858	3473.9741323756189	154728035910.21262
2471	9315	11576.437669912933	-3977.1299191854987	-428871883464.96912
2472	5351	2744.3767556003904	-140.33099398846676	-2060783102.3765099
2473	-1911	-5948.6374927301285	-7512.4089335379949	-85399909713.123688
2474	-6535	1211.5098807147431	-8297.4830029717232	65692974073.069427
2475	-7943	6719.7693032408743	2889.4643229100711	-154225526860.59186
2476	9071	747.31501204149254	-6255.347387032346	-42404339836.332497
2477	661	196.37394894215257	54.875330970260428	7122992.4772529835
2478	-31	505.15385377703598	2162.7907678130387	-33868804.829498686
2479	-8045	-903.37504633808089	248.31289528003322	1804651771.5371418
2480	2577	-7604.8913655235583	2009.5361299126275	-39382497312.857597
2481	-2331	-321.73860859232076	2915.8855144763429	2186834522.352386
2482	4641	3428.4332209167878	-132.03541213755352	-2100862787.5509126
2483	-1189	6359.8957232069542	-5364.4407769838754	40565450622.419785
2484	-11791	-8175.9204282534383	1557.2458908524379	150122050925.42572
2485	4939	-1942.6198407464965	4062.1672960690139	-38974867874.943787
2486	-617	-5425.4247095980691	7379.8269714022126	24703875187.176773
2487	5871	-4586.3652705965987	-1583.0278249521955	42625478677.294327
2488	4669	3002.6267749701337	1692.4786178971651	23727305256.524593
2489	1625	-7035.6566217306799	3057.8348969924073	-34960049054.423645
2490	6003	3079.6240194412094	-4136.4445013612203	-76470379130.389618
2491	17	6329.8958286285788	2655.5110958941186	285754846.3492105
2492	8857	-87.723991333700425	-3071.9885157904982	2386847190.9949861
2493	1725	-6656.2387627144699	3525.7261450537362	-40482429432.653877
2494	-4067	529.45039918971088	-5016.3175178131069	10801509966.995945
2495	-5751	-1031.3004616259632	7273.4133957415515	43138679982.184807
2496	-403	-2473.182887305923	-3044.0560588034514	-3033988463.1109414
2497	2445	2376.5802454434543	-3033.4113414973444	-17626360675.38892
2498	795	-361.6460158603698	-504.54712902181637	145061629.92449963
2499	-461	3731.2505801218394	577.44597126827364	-993268578.64581561
2500	811	-11224.810682376095	-2729.9007034066817	24851163666.29195
2501	-5337	-7801.7440836823926	2127.7312639604042	88594278989.036423
2502	-1575	5527.6075291259558	-1262.5273840223392	10991540500.998089
2503	-8045	-3101.6031039354284	5238.9242693406513	130723718070.43501
2504	-14885	7673.8118095490363	-2137.7481525110188	244183617421.57358
2505	-2337	-2045.3553344095562	-3148.0775995092135	-15047796496.488005
2506	-3399	220.26467956427115	-17.952103215670519	13440374.277572617
2507	-5567	7542.4574020660284	3201.696700807076	-134435595676.62149
2508	-1259	6987.8660462878443	-5973.3931244775931	52552260183.543785
2509	1969	-4085.2822118918311	-101.52326301552365	816645074.38586259
2510	-5955	2404.1526717978722	7099.9874192526649	-101648596924.7977
2511	409	-5214.9317549569487	-5923.9777614365694	12635294155.203707
2512	5443	-3656.7939363100159	-1449.6895729344617	28854518904.84148
2513	2603	1973.1524325511275	756.72531868782153	3886628851.8989711
2514	7809	5083.2305617018055	-5589.6064776835674	-221879135433.20764
2515	10671	-7213.6004851333446	-8815.5297749908841	678587135932.93823
2516	-5207	-1459.538022279861	14345.29138983994	109021553253.17667
2517	-7181	3353.6666354556673	-267.01975580395816	6430551361.8653326
2518	-2013	-8633.8754547393837	3928.0288852896747	68269107814.736382
2519	-5567	-2088.6286298930354	-1891.3507464672059	-21991483314.64748
2520	-11007	2138.7738241569396	-2581.3971310235802	60769917921.752716
2521	3941	3754.7911051484652	1745.4230134986858	25828126993.68261
2522	-2071	8229.205084251169	-1452.5304049989506	24755016299.85667
2523	4953	5615.7931787000571	3457.1073591366294	96159522830.869019
2524	4923	-6372.1149429909992	-2202.8916651207019	69104539410.452591
2525	4887	-11228.469895723088	3351.0490268299754	-183883897282.05832
2526	-767	-2748.8014703022764	3872.681486647185	8164893376.9777803
2527	1467	10362.934498042008	568.39664672701247	8641007340.1831512
2528	-4017	-1089.5476585604702	7346.3460225066765	32152847731.021244
2529	3275	-2969.3501827807331	7952.3529730285436	-77333625469.347427
2530	-1309	1647.9255930035813	-2823.4792300732279	6090624743.0782003
2531	1537	-5204.7106456189149	-5620.8527511908169	44964799976.977249
2532	-7067	-416.91350034137275	-4769.9467008058937	-14053826125.080183
2533	1649	322.78723171145896	13799.757847197898	7345281910.1122761
2534	3007	-2560.9955336836556	-4215.5590382802375	32463655802.129475
2535	1041	-2717.2746722054771	-3217.3600454833895	9100891452.4391499
2536	5757	168.32694212923622	-2292.6397568832144	-2221701369.4381456
2537	-12273	2189.497149866459	2778.6351148147214	-74666645103.251068
2538	267	580.64562593894584	-11749.734588158206	-1821589342.5468802
2539	3215	-9677.3184481692388	-5890.9328797624084	183282113491.11856
2540	-1689	-1459.8244338482966	-6747.4095451034636	-16636706275.99918
2541	2849	-9723.2600947671617	3291.0281040948103	-91166638848.376236
2542	-4567	1715.3073881902812	4385.4436461516225	-34354727210.723328
2543	9363	3329.5405992576107	-4518.5229073870696	-140862641004.569
2544	-157	660.11851551882341	-328.30819945095374	34025404.43691276
2545	-1695	3772.607282629855	2163.1188956971546	-13832213777.976765
2546	4839	-3709.5064355882705	2588.7563209662694	-46468956838.491096
2547	315	-3572.2541351753716	-6266.2917418959178	7051207774.9689369
2548	-5499	-8516.9699864577415	10174.765377667778	476533284203.31122
2549	1569	-444.36679102898484	7855.8671295922386	-5477200866.9222393
2550	6043	1750.7052050032646	-5678.8975830894569	-60079962593.339027
2551	4979	4689.2821693235664	1429.8336112899572	33383663534.178646
2552	-1603	3811.1947162742144	2669.1048628902254	-16306482796.058348
2553	3943	1814.1904928726406	-3758.022228598179	-26882460009.157246
2554	1157	2177.9030572583606	-3619.4223589742232	-9120342931.4349461
2555	9743	8569.0695659099019	2791.711726874707	233075670352.70041
2556	-5063	-1179.308707420573	-4502.3947161037077	-26883078402.182968
2557	-2583	-9190.6444979632834	-5805.7613436752226	-137825492523.96967
2558	3871	6163.569685089903	-5930.734701508366	-141502456402.57864
2559	-499	2235.6006613626796	-10020.826973690075	11178881137.481472
2560	-10831	12433.533926417162	-4627.0039336387026	623107542496.85815
2561	-1609	335.69022856615851	-3640.5245438042139	1966340422.5824475
2562	8927	2522.5448069786116	-2561.1879316038876	-57674769922.963959
2563	-5763	-376.88556337492145	2626.5660445202848	5704879127.4297791
2564	-7793	-10412.06978843377	1607.9821955274799	130473701179.58165
2565	-1833	156.92997493641042	-7611.0818606181665	2189347821.3520489
2566	3719	-1959.9497108731359	-108.028810903184	787427725.47117496
2567	3321	-3846.4654911394446	-2254.9158752718449	28804547706.956406
2568	2381	-5822.034283711354	-992.98466926630044	13765015265.437939
2569	-2349	2479.3564085024736	98.030186227014937	-570928608.78385627
2570	10699	4133.0021753135725	5496.1406789798702	243033791226.5874
2571	1053	-855.21601567950756	9127.0112247635061	-8219261181.9637213
2572	-2051	-4789.7520373035268	3000.9428676172383	29480606810.91637
2573	-9113	517.2283320465732	3511.4562253478989	-16551255203.474758
2574	-1229	-2492.3377865035282	-2054.5500055861448	-6293257481.6023788
2575	1143	-10484.26752293736	-2591.0286106687226	31049637421.11409
2576	-10663	-1036.8749058875858	-2410.9422601359229	-26655852876.567654
2577	7701	3718.9919956912736	7563.2059961515743	216609897225.74146
2578	91	608.71836968053003	4985.8376271874959	276182356.62412077
2579	-159	8674.341982746646	6701.5211370844672	-9242874497.4804573
2580	-167	5857.9255292706321	-7232.3214524894147	7075188878.89571
2581	1	3064.1971643726602	-310.96413933651837	-952855.43397654442
2582	-1855	6250.4707806988254	3382.3477512644904	-39217048039.413193
2583	2635	2938.6688067788318	-320.43297397276882	-2481238225.2052875
2584	-469	-10327.476379106671	-4597.1808326551718	-22266842659.612537
2585	-8601	-11659.379775535463	-495.17602686135893	-49657403480.441986
2586	4009	8589.1406065232259	8121.5668721760858	279656934759.89935
2587	4657	2035.6205833463991	-3457.0421900441697	-32772362597.588196
2588	6229	4737.5544018515602	-4616.0581324262284	-136220920420.97702
2589	-1027	1755.3083824283829	-953.47569877730007	1718832271.4412045
2590	-8811	3871.5472647095294	8655.4223283037263	-295255523075.4812
2591	3979	5121.7079866033937	-4075.7644152155904	-83061128249.399002
2592	-5039	-1995.2170610553173	-1523.5476637562135	-15317593983.677073
2593	-3969	12713.557787522115	2777.2494578214846	-140140315523.86792
2594	665	4157.0337893067681	-3363.9042452600197	-9299269301.6730251
2595	2417	-2275.4370193772174	-1924.4668576543561	10584050566.349054
2596	-11899	-6962.6405664580225	-381.0564523327385	-31569940287.044662
2597	-1615	-1037.0163044827118	-4934.9952803822807	-8265037967.8071756
2598	2125	1888.1657153529216	2686.8993343273933	10780786307.823339
2599	-2607	-3781.7670532880293	2739.6083656757	27009981630.777599
2600	4001	580.8856080825957	2521.1409646441934	5859442503.7394457
2601	-5927	-1237.1628680371612	-4265.8237842585613	-31279853853.361111
2602	6745	-2343.2383409397453	-11046.386483592714	174589713694.36691
2603	-3113	3651.0728065674784	8868.3563337356918	-100795872602.50151
2604	-1255	8027.0114301749627	-2900.6406719318156	29220762164.675972
2605	-5805	-3709.4266763818041	3518.5586376175179	75765903758.557785
2606	1145	-813.00126721702031	1353.4653254972984	-1259922533.3543227
2607	4625	-4560.2677210516495	-993.99050559600641	20964490531.868404
2608	-6003	-1621.3262618432407	-4488.4504987512255	-43685287739.658356
2609	-6121	187.5205706999314	1001.6937201708506	-1149757487.9846818
2610	5833	4404.4746524603079	-3279.5186957798151	-84255100793.363373
2611	2071	3094.6262656252238	3663.1311378955443	23476901217.719372
2612	5831	-1287.8656470917333	94.416600420554389	-709025670.72365093
2613	1323	1809.1528162736606	2783.2093780029982	6661637184.7847519
2614	917	427.85193122569302	6239.2754514026883	2447918709.071167
2615	-8967	-3527.6830366723943	11565.146863071468	365837211959.95868
2616	533	-1206.5332207221693	3691.5030405705447	-2373939921.1665235
2617	1101	2975.2461403362813	3812.5177214900823	12488839678.045572
2618	-2449	1993.7340159124049	929.31576162081444	-4537527882.9485884
2619	3427	-892.68230012826484	122.79858451740807	-375668161.10802925
2620	4579	-7059.6495773722318	-7582.5557929922115	245114725354.44727
2621	2833	3307.7999349078136	393.8736169276205	3690988567.5246048
2622	2743	-3951.4333523539945	-298.80116656441442	3238640611.7665038
2623	-5469	-4863.4417833270063	6418.9933754874701	170733432822.58102
2624	-4823	223.19423245978618	10331.669969670453	-11121689205.185307
2625	329	2573.4670220382495	2733.7755170016299	2314607494.618897
2626	12635	-5652.014339450795	-6832.6993472033164	487944933077.18457
2627	909	7496.3345634109764	-529.88247044194839	-3610708236.4470916
2628	2035	-1212.6970403212665	2.9197482353537829	-7205467.0385159338
2629	10503	-7988.5802731736176	1539.7778784548298	-129193613358.93515
2630	2647	-3903.5925017247573	-6814.6614380995443	70414597438.754639
2631	-839	-4235.0855685544475	-766.34972192883197	-2723022027.5096622
2632	-5595	2714.8174022000067	-2438.581906372101	37040604215.230118
2633	2417	-1166.3558397133813	14417.204360840378	-40643282235.134094
2634	11559	-3726.8954897787844	-9603.3047397477148	413702541171.84595
2635	-9607	232.64893102543212	2717.8197770995939	-6074485597.3362217
2636	2995	-6951.8694924504825	-5709.0278379252113	118866807291.77832
2637	-2587	506.97622902092377	5145.4684100017575	-6748526252.5037098
2638	-2193	-1038.6678828874019	3412.9441262219752	7773999581.8411684
2639	6759	2298.7446523384751	8368.5185931702908	130023473493.58221
2640	2621	3236.6517974444869	1489.9799060024536	12639893435.348722
2641	185	3226.1404154955853	2126.5290148592358	1269189021.9188578
2642	83	-1556.8057586294547	11300.604517103087	-1460206233.6222694
2643	6305	-1825.343136500265	1828.8571941796611	-21047930599.955528
2644	1389	-1673.7207061325087	-2944.819365207547	6846110349.6939602
2645	-3449	802.72626114053764	-3093.0397489683219	8563398740.4737597
2646	-5561	-2244.8735630502069	-493.27558401769664	-6157925068.616559
2647	-3757	-1200.3321121222455	1573.8524977187187	7097520367.6827192
2648	9357	9150.0352253544061	-553.455990382305	-47385174894.4758
2649	4699	7931.7167742552583	-1193.209208940402	-44472264041.919891
2650	-7287	-3593.5624654169924	-4486.3639034794569	-117481224811.05501
2651	8473	-2818.2251460649559	8041.4020808460309	-192019206205.85022
2652	-6415	9567.6004985755426	-5695.4608097543232	349565497976.59204
2653	2905	-3219.7527202377269	2134.0637608488132	-19960712825.541553
2654	2311	-7252.6354986405922	6160.9956558004533	-103263466354.32886
2655	5385	-4746.1142425129829	4843.4020962096029	-123786824128.53766
2656	-6249	5819.8315618506558	-4133.6666306897578	150333714778.08347
2657	-2103	150.9437282385588	11052.390712632592	-3508411893.4197111
2658	-2721	1908.6971986262367	-3335.6649182266447	17323992829.417007
2659	-3035	4808.1031295752809	2939.2168138707366	-42890794698.461044
2660	-7855	-7098.8501188980963	9435.8224533519988	526155308804.02582
2661	-18351	-4800.4221262594756	11773.668628749239	1037172450435.3444
2662	9771	117.45401506163218	259.50424367819886	297818275.74123842
2663	-8443	2671.7359245373755	6803.5464273521839	-153470770009.7851
2664	-2941	-6401.8347129871609	4827.1994856640622	90885526640.717453
2665	-1751	-3829.6642697947354	-5215.0174420833182	-34970562203.49424
2666	-5915	2340.0033524154915	-7311.1706637073448	101194789250.57355
2667	1177	-5420.0291785543641	-5467.0576778627101	34876407482.724983
2668	1075	-2947.8640633159403	-14421.044201234157	45699623803.032074
2669	10849	5131.5422226547116	-5548.8260253832295	-308914806099.26471
2670	-4473	-2042.3233939719123	-5132.502981859624	-46887018858.115257
2671	3037	-272.70484243827798	6142.5256635341239	-5087268049.991601
2672	-1599	8284.7899546227763	-6461.4352277487696	85597082234.010681
2673	-3341	-7863.8978222963533	-6867.4311886121623	-180429960521.28568
2674	1627	4924.9639940798015	-4182.8162125860299	-33516556704.845772
2675	-6101	-2391.2662488058068	489.13060890487839	7135982891.1419516
2676	109	-9133.861718519287	2383.8445399972416	-2373333996.1592407
2677	10089	11523.389560266636	3127.0427689735079	363548357732.83215
2678	-7153	-270.33615877346756	268.03562595376223	518304388.13829583
2679	-4913	-466.2343465630251	8316.165650877987	19049086751.676079
2680	-1709	1816.7393891156109	-4996.0672903770128	15511827773.203934
2681	953	-2280.669462830504	1712.0797689990811	-3721167708.8730607
2682	3993	3674.6606282823132	-13388.08065557814	-196442234923.17096
2683	6103	1450.3435785251884	5955.4408200735552	52714267945.202866
2684	313	-1158.7657433331381	5231.7012138609907	-1897504953.6906481
2685	5157	-852.62924874851433	5300.1230024753559	-23304688732.714832
2686	-6561	191.29797883566695	493.18560534744302	-619000231.68889236
2687	-4045	-6605.325490342474	4104.1896291181738	109657961374.50259
2688	3143	-4376.8151421122266	5722.5763782307467	-78721649061.413406
2689	439	5409.4564116208139	759.43547982498296	1803470442.1171451
2690	10011	-5547.0576903576575	-4747.6604942374897	263645157570.88647
2691	1307	-6994.204932716425	-6720.7541187379384	61437275412.76841
2692	8815	1192.2502055025886	-1068.0770282217234	-11225153722.077356
2693	1787	2833.3181265483563	-1931.5772950093749	-9779845284.4866161
2694	-14177	-7006.0795322403037	6783.1637138384367	673739021480.32678
2695	4563	2392.92728431459	6606.5662391174219	72136615795.851273
2696	7929	5287.1876353123234	2302.2936799261661	96517010652.813873
2697	-325	10537.817608920939	1667.5482357095927	-5711003727.6453171
2698	6891	-9171.4424233116806	1078.7949116154421	-68180280438.488235
2699	7825	2190.609112692463	6852.4959486442867	117462171046.0939
2700	-6257	2005.5580673008078	-3136.639247910698	39360985909.157761
2701	-4963	508.19993617440059	-5097.254207735522	12856275617.447107
2702	21	5242.4058447907782	-6481.8202125915077	-713586975.51482725
2703	-725	-2655.5561940780226	2835.3019793040503	5458745206.5863476
2704	363	5416.5527275658342	6013.0811507557146	11822972112.276808
2705	3381	2146.2890819547747	-6628.5754682674897	-48100943187.976959
2706	-813	-1096.521020751263	4617.1650158950788	4116071437.4157166
2707	-3427	-1434.7340780721372	2660.9038225454115	13083221548.708591
2708	65	3828.6379459638192	1835.0409380659169	456670978.91195381
2709	6581	-1340.9574034774203	1337.4873068163276	-11803112383.857525
2710	-1903	6144.1498843591698	-5303.2950978447634	62007808647.962807
2711	10079	-4092.2501852417058	-2427.8279813695035	100137682145.95653
2712	733	2991.6598523955508	2740.1172706505995	6008766641.9949656
2713	11233	1933.4505955047582	2599.7992624764247	56463611694.215714
2714	2877	-9058.2182766064961	-542.41938262651649	14135717056.548319
2715	111	3505.8178216469669	7541.7031555514632	2934821943.4416871
2716	9875	-1108.6531541102147	-891.08797708402903	9755586526.791008
2717	-4203	10536.842964655852	-178.28202736715113	7895460437.4875889
2718	-3977	-14384.477173769321	-7107.0492931094986	-406573435986.7674
2719	4505	1960.869504996652	440.01491491104593	3886967286.9094138
2720	-893	-2639.3791210284407	7407.0419619353661	17458142769.301971
2721	-2817	-7001.311667021414	1671.937931653719	32975121828.090126
2722	6959	3789.139784061932	-4050.6016724648816	-106808791491.86388
2723	14949	-10480.785521647924	-8275.5619674855116	1296592396892.167
2724	4873	-6798.478264253311	-6410.0684611452061	212359059216.96191
2725	-4171	-3760.0422397678722	5088.3672940628048	79801557217.187134
2726	49	-2066.0240701741336	11815.85178796288	-1196179875.9735277
2727	5543	-7560.3934186055076	-727.06331950196932	30469232089.830791
2728	2525	-3775.4097536012441	2436.2311185357748	-23224371085.540752
2729	3903	-10296.778674392035	-5536.8264395848391	222515792416.23666
2730	-7665	1461.970510815531	-3605.061143222747	40398329466.467331
2731	-3067	4224.2436949641424	1938.6684604790059	-25116914399.806732
2732	3273	6653.7386186840095	-9806.5549961084434	-213564080339.98859
2733	-3109	1994.6728318515841	-10018.552226814132	62129428823.540062
2734	-2651	3147.8939121668882	2876.415495574769	-24003879343.390526
2735	1733	3025.2930849359882	3551.9131113841022	18622086975.825855
2736	3925	3019.0921896049822	152.47063952727407	1806767448.992914
2737	1833	2036.1625296850643	1071.3774424098885	3998686940.0043988
2738	-1553	352.05698972231249	4617.9014462370133	-2524812240.5405893
2739	-8193	-442.53309044011081	-5679.4796395534131	-20591939447.523838
2740	877	19374.421360828666	-12574.351422407972	-213655426512.85266
2741	-1857	-4127.7558493935794	6255.6864245776678	47951354151.008736
2742	969	235.57613486803425	5766.3256809355089	1316298046.0996156
2743	11173	-926.69805702563031	1925.6686887206304	-19938368579.227581
2744	-2791	5344.5478543054442	-1147.3192603717148	17114140411.203274
2745	29	566.03020182267528	13714.120690752445	225115588.56980684
2746	5327	846.97533241227939	4564.492357463766	20594248223.965183
2747	4715	-1273.6593184896799	-3271.8980970016046	19648741704.361217
2748	-2073	-280.83820464158941	-8489.1639014299453	-4942201051.0475149
2749	6149	1567.7947187224665	-3506.4597672700766	-33803568583.809296
2750	-2383	6570.58326263445	3801.5744939513397	-59523912630.267838
2751	-9291	-6595.4889056934362	3832.3720947435186	234842731681.64059
2752	-1359	6965.3534790296535	-2785.9933618830728	26371977407.258514
2753	3765	8003.0507576815007	-3560.2855992064415	-107276696054.02806
2754	4453	795.16864205332058	-6473.6317322702862	-22922391730.837894
2755	-3007	-5024.8289419671482	-240.32514608559833	-3631231397.8469257
2756	4303	-4064.4049023881162	8966.0429010559255	-156808328391.08386
2757	3749	-2700.1455222063532	-2984.9756320707511	30216447332.029114
2758	-4237	10862.435915175176	-1692.9264440412946	77915485316.794266
2759	5181	3225.6390784314362	10367.626988947692	173264156151.42377
2760	1791	-8183.4820036362826	1967.4488188175553	-28836142365.347244
2761	-4793	1113.7124153409811	5938.5335381657924	-31700032216.082806
2762	1335	-2537.5035293297233	2620.9896264297931	-8878778520.5819283
2763	11085	2838.0136448388548	9416.4816366949435	296236685871.02411
2764	3673	4086.2443957096152	-4226.6011376905271	-63436108302.896591
2765	3539	8837.3033990547756	4424.8467196354895	138388040150.33231
2766	507	-3450.5908846765424	-2073.1800477565798	3626923960.7666416
2767	-7781	-4491.8934320866329	3267.3774922390085	114199492162.32835
2768	-5779	1941.8188985802487	-1803.816026776359	20242011127.008881
2769	-117	1994.8162619635368	174.65666020041962	-40763729.685280293
2770	3877	-1199.4194889278567	6561.8205057534715	-30513445415.902637
2771	-4359	2417.4208340659216	7579.1764738507072	-79865855673.344635
2772	2943	-3679.3065073510261	-558.93289876205279	6052236684.0228758
2773	10669	-3426.1307939995031	-6077.2949536195074	222145729188.57605
2774	16957	6970.0939348519451	2008.5462346136514	237393861266.86224
2775	569	-3509.829094177262	3568.3697523004757	-7126365378.006196
2776	2811	5191.1714791771947	-5255.8529846145766	-76695419890.179947
2777	-1745	-2021.5082875987043	2209.8017379051716	7795146259.8336906
2778	-5117	8435.9161379682082	2344.2695296377824	-101194104939.44032
2779	5665	6096.1727146830681	3761.366839075924	129898120831.14348
2780	-4881	-5989.2670780732033	1630.3082444867584	47659799651.077217
2781	-425	556.81124026388204	-1008.0971339027593	238560921.55981559
